,Unnamed: 0,time,values
94,94,94,-0.12173090979915868
95,95,95,-0.43192885553335403
96,96,96,0.9872014446499549
97,97,97,-0.3115835733409312
98,98,98,0.27955924688454853
99,99,99,-0.6511317672904117
100,100,100,-1.543201200173246
101,101,101,0.4694249551226026
102,102,102,2.0521820507390585
103,103,103,3.052663836278913
104,104,104,3.810452965251588
105,105,105,5.586767131515152
106,106,106,6.265122517307226
107,107,107,7.722908208879573
108,108,108,8.564564739451143
109,109,109,8.76806320893983
110,110,110,9.324368236744013
111,111,111,10.702275154441056
112,112,112,12.527426004300402
113,113,113,13.194277090459076
114,114,114,13.176002820044761
115,115,115,15.657378849208206
116,116,116,16.023980343919817
117,117,117,17.04972778942205
118,118,118,16.624614643872057
119,119,119,19.263010891525237
120,120,120,18.411419272776243
121,121,121,21.16734830499644
122,122,122,21.817447433325807
123,123,123,22.54676456328507
124,124,124,23.287401318374453
125,125,125,0.7017455791228063
126,126,126,-1.1256243107824175
127,127,127,-0.15209934929044872
128,128,128,-0.7028298934489287
129,129,129,-0.2328560765510474
130,130,130,-0.25325210152917454
131,131,131,0.5808586877096829
132,132,132,0.015384652543654065
133,133,133,-0.1653412106733355
134,134,134,-0.7268139898369946
135,135,135,0.421271396295667
136,136,136,-0.3611893502095666
137,137,137,0.37908607967339003
138,138,138,0.15431888473460986
139,139,139,-0.8842701481889129
140,140,140,-0.22023156433214275
141,141,141,0.49153754313188797
142,142,142,-0.13633089323340636
143,143,143,0.3892027672586333
144,144,144,0.7525166326710405
145,145,145,0.24847473446501095
146,146,146,0.4124286010751591
147,147,147,0.5729505340832994
148,148,148,-0.36277211905229956
149,149,149,0.47390548525941545
150,150,150,-0.07150664708842497
151,151,151,0.35218532927616164
152,152,152,0.2826788141483207
153,153,153,-0.5366321503281488
154,154,154,-0.3001355077907018
155,155,155,-0.45933645519587074
156,156,156,-0.04371849471819175
157,157,157,-0.5277587682877257
158,158,158,0.4405013685008375
159,159,159,-1.0781164073454281
160,160,160,0.5075388529263979
161,161,161,-1.5013547846844038
162,162,162,0.24062491827896842
163,163,163,0.2567455906583269
164,164,164,-0.4880519508016439
165,165,165,0.6056961802595557
166,166,166,-0.015428843429807299
167,167,167,-0.33296977346780376
168,168,168,-1.7258717302841968
169,169,169,0.44018994621156393
170,170,170,0.6976259017576839
171,171,171,-0.6291084244134335
172,172,172,-0.4596354575596825
173,173,173,-0.062328279982700074
174,174,174,-0.43805412006463673
175,175,175,-0.20542832687448098
176,176,176,-1.1611920365565622
177,177,177,-0.06476159597659614
178,178,178,-0.16989371854438645
179,179,179,-0.8172803940109592
180,180,180,0.2773581522927202
181,181,181,0.1673481579913244
182,182,182,0.6954394564224826
183,183,183,0.1947101922229278
184,184,184,-0.144899363075349
185,185,185,-0.43361716395949756
186,186,186,-0.13077189987967897
187,187,187,-0.3077324749593423
188,188,188,0.5045425593619104
189,189,189,0.26608338634039613
190,190,190,-0.09544140637305953
191,191,191,-0.37691184984167486
192,192,192,-0.5332596565745248
193,193,193,0.16125101117140617
194,194,194,-0.23634723955224385
195,195,195,-0.16934968656191568
196,196,196,-0.46821737659095786
197,197,197,-0.18370096949217835
198,198,198,0.4534741603073297
199,199,199,-0.6001790676388152
200,200,200,0.5559124021036932
201,201,201,-0.6225958600652195
202,202,202,0.41204077741263323
203,203,203,-0.6550197071018938
204,204,204,0.03357857541324932
205,205,205,-0.20948256567854712
206,206,206,-0.6629413352104012
207,207,207,-0.10409330618560761
208,208,208,-0.29958167756926546
209,209,209,0.3698816592147229
210,210,210,-1.5403915927770786
211,211,211,0.7607987236963475
212,212,212,-0.3855539812340855
213,213,213,-0.585844550614574
214,214,214,-0.9092531207909791
215,215,215,-0.5427277573131105
216,216,216,-0.31974842710081275
217,217,217,-0.25939747558522575
218,218,218,-0.2594349492543466
219,219,219,-1.370435330281479
220,220,220,0.31620685860207376
221,221,221,1.0448015083547613
222,222,222,-0.7663526619947162
223,223,223,-0.2567776605448483
224,224,224,-0.4922879481883583
225,225,225,-0.20272626903214536
226,226,226,0.17819437243928127
227,227,227,-0.4863802076188485
228,228,228,-0.7576513787077799
229,229,229,-0.1559544623094312
230,230,230,-0.09176002419706952
231,231,231,0.2634487373671667
232,232,232,-0.4895303114303492
233,233,233,-0.8767410798657512
234,234,234,-0.11022935094643943
235,235,235,0.41982687212424497
236,236,236,-0.29770681343400696
237,237,237,0.06569144233507845
238,238,238,-0.17377264340067275
239,239,239,0.4474340536700152
240,240,240,-0.15601212757561872
241,241,241,0.06169041310541734
242,242,242,0.3384744441004215
243,243,243,-0.28647931176717933
244,244,244,-0.471406146319331
245,245,245,-1.437550341690797
246,246,246,0.18293870670725348
247,247,247,-0.5459055627363093
248,248,248,0.32019079864062644
249,249,249,0.06774977666869789
250,250,250,0.49708711036605224
251,251,251,0.08047179784860237
252,252,252,-0.6186707718320312
253,253,253,0.45634524923158226
254,254,254,-0.5559529283803151
255,255,255,0.22769819831699836
256,256,256,0.7771828483557133
257,257,257,-0.8210357330944089
258,258,258,0.3599391729476729
259,259,259,-0.10737391064273502
260,260,260,-0.21702061941074835
261,261,261,-0.48387859935835653
262,262,262,0.45987766703291555
263,263,263,-0.2795180818120105
264,264,264,-0.08080684794068632
265,265,265,0.48882593645550126
266,266,266,-0.8858250883769299
267,267,267,-0.31082763798379026
268,268,268,-0.4641635746720177
269,269,269,0.14494823619749989
270,270,270,-0.3616629567202885
271,271,271,0.1657001665561486
272,272,272,-0.06573224311757897
273,273,273,-0.2862354167496882
274,274,274,-0.8746184918003953
275,275,275,-0.14101543383609
276,276,276,-0.8425637309079115
277,277,277,0.004582304768474044
278,278,278,-0.6900963004484113
279,279,279,0.45701700484364277
280,280,280,0.28370732831510465
281,281,281,-0.057392657768677885
282,282,282,-0.04512861080957192
283,283,283,-0.8784611979460966
284,284,284,0.5554231605282193
285,285,285,-0.06309666921284215
286,286,286,-0.19554427953631362
287,287,287,-0.7642058424849412
288,288,288,-0.7618488825909148
289,289,289,-0.07861987550367505
290,290,290,0.0025342899843350253
291,291,291,1.151885213467471
292,292,292,0.9275538304029869
293,293,293,-0.8638509244285785
294,294,294,-0.6422519233576276
295,295,295,0.7730033795622728
296,296,296,-0.3895655813199083
297,297,297,-0.05278508531860157
298,298,298,-0.6474672699412248
299,299,299,0.30199607857229294
300,300,300,-0.5669747209013222
301,301,301,-0.10652379100164594
302,302,302,-0.46857931786945267
303,303,303,-0.42016747211761296
304,304,304,-0.4921132742703895
305,305,305,-0.4861882420472881
306,306,306,0.2521104082205614
307,307,307,0.46327560248889377
308,308,308,0.6353778739491164
309,309,309,-0.9638392597373264
310,310,310,-0.37287520452446965
311,311,311,-0.9651132709384329
312,312,312,-0.7661074172091857
313,313,313,0.817639510501671
314,314,314,0.1719387505215798
315,315,315,-0.034843885878374725
316,316,316,0.2714031552510956
317,317,317,0.762609998065892
318,318,318,-0.3716649800045207
319,319,319,-0.11865176207449485
320,320,320,-0.6795624357044785
321,321,321,-0.753627744761759
322,322,322,-0.41152221682932444
323,323,323,0.09992543881850555
324,324,324,-0.5055825335296895
325,325,325,-0.3894756092523977
326,326,326,-0.8939025229297571
327,327,327,-0.6000509955623936
328,328,328,0.0027290790627820805
329,329,329,-1.563383458099307
330,330,330,-0.9866691069356232
331,331,331,-0.8339277152297836
332,332,332,-0.05398333132250441
333,333,333,-0.38134627419958117
334,334,334,-0.0667836052642723
335,335,335,0.08877857319090328
336,336,336,-0.8479742729240523
337,337,337,0.08279928444754425
338,338,338,-0.47948005343017097
339,339,339,-0.10245822635628582
340,340,340,-1.3350391584366075
341,341,341,0.050295052048920055
342,342,342,-0.1685248543281129
343,343,343,0.6332104641353041
344,344,344,0.2510751909069704
345,345,345,-0.8690877422316599
346,346,346,-0.784313466096214
347,347,347,-0.602089232136498
348,348,348,-0.5575616913381285
349,349,349,-0.7593440597547156
350,350,350,-0.034924106927689574
351,351,351,0.1413996323727058
352,352,352,0.03902904368313001
353,353,353,-0.7702826953961892
354,354,354,-0.3570266327154408
355,355,355,0.5644372971002043
356,356,356,-0.47662615279386633
357,357,357,0.49242207891079864
358,358,358,-0.07127735229857673
359,359,359,-0.815209656024156
360,360,360,-1.0966817652263021
361,361,361,-0.3286134651492762
362,362,362,-0.7183786381794623
363,363,363,-0.06200677834162591
364,364,364,0.36409706073213016
365,365,365,-0.36348210406756987
366,366,366,-0.3698092732058911
367,367,367,-0.2598387407987348
368,368,368,-0.48164873526480334
369,369,369,-1.3989569473836543
370,370,370,-0.3350156101510385
371,371,371,0.003108928956754603
372,372,372,-0.14956661292415074
373,373,373,0.008736518972844942
374,374,374,-0.13258606548715696
375,375,375,-0.8674795136587299
376,376,376,0.31481482329352617
377,377,377,-1.1497655604987835
378,378,378,-0.05021182302746281
379,379,379,-0.270437713396504
380,380,380,0.2587946811799572
381,381,381,-0.34544215634508507
382,382,382,-0.9195699455787019
383,383,383,0.22096947464632524
384,384,384,-0.6190040719613034
385,385,385,-0.42806596482337833
386,386,386,0.16847295711629756
387,387,387,-0.5522277491584018
388,388,388,-0.4744097198458824
389,389,389,-0.6849675523934404
390,390,390,-0.6291188229172353
391,391,391,-0.08099988445778089
392,392,392,0.5999982350233029
393,393,393,-0.3610846805396101
394,394,394,-0.07264658467526675
395,395,395,-0.6471914708364824
396,396,396,-1.0413312187843982
397,397,397,-0.3579997022807264
398,398,398,-0.2796745230807656
399,399,399,-0.5133614044091508
400,400,400,24.59897736056536
401,401,401,25.646543949168983
402,402,402,24.84368765123962
403,403,403,25.62948658879805
404,404,404,24.81724853471517
405,405,405,24.732997298331398
406,406,406,25.798284218361978
407,407,407,25.174652703062655
408,408,408,25.846370100532635
409,409,409,24.858835569981146
410,410,410,24.550334169119285
411,411,411,24.34878108292553
412,412,412,24.378508501464832
413,413,413,25.14812650279911
414,414,414,25.201796376652208
415,415,415,23.807220786036286
416,416,416,25.137879055829018
417,417,417,24.274798608592512
418,418,418,24.46613635357228
419,419,419,23.965055410426718
420,420,420,25.811581184344877
421,421,421,24.699855059613164
422,422,422,24.937564135056483
423,423,423,24.321130037968196
424,424,424,24.3885689684894
425,425,425,25.35958149490418
426,426,426,24.74209373489284
427,427,427,24.834713738627396
428,428,428,24.006470801727033
429,429,429,25.204446273177034
430,430,430,24.654178401228098
431,431,431,25.05596909597391
432,432,432,25.753974723410707
433,433,433,24.272934000379742
434,434,434,24.45843658658111
435,435,435,25.189461044306324
436,436,436,24.60666099913941
437,437,437,23.815215982756406
438,438,438,25.01328206155334
439,439,439,25.474300797195973
440,440,440,24.960566596081676
441,441,441,25.155143816024832
442,442,442,25.71937946851044
443,443,443,24.909890255322086
444,444,444,24.842607951056994
445,445,445,24.73893771201903
446,446,446,24.207889552778465
447,447,447,24.072610957193643
448,448,448,24.60345623035128
449,449,449,25.35770543771739
450,450,450,0.26078931960569635
451,451,451,-0.3071865038960073
452,452,452,-0.5436871125724845
453,453,453,-0.07279014112275384
454,454,454,-0.9495010185230242
455,455,455,-0.36115006869961497
456,456,456,-0.8593355937514422
457,457,457,0.24473091180234668
458,458,458,-1.0024079093784757
459,459,459,0.2726754394541363
460,460,460,-0.3648237950202129
461,461,461,0.19833584392171066
462,462,462,0.2666850747744356
463,463,463,0.08194279406565302
464,464,464,-0.5838150764125141
465,465,465,-0.2831973753482205
466,466,466,-0.17427198061404736
467,467,467,0.02980378082473934
468,468,468,-0.18306342982299545
469,469,469,0.8682874459767604
470,470,470,-0.5838071473225444
471,471,471,0.04983695802385073
472,472,472,-0.851067292416391
473,473,473,0.13902995137818427
474,474,474,0.9900988587459516
475,475,475,0.6454904197615149
476,476,476,-0.8806615435257032
477,477,477,0.1949454504885052
478,478,478,-0.018451764563058533
479,479,479,0.2054455179866472
480,480,480,0.5789923187898626
481,481,481,-0.9431498116497998
482,482,482,0.4574429555352253
483,483,483,-0.9236586774820168
484,484,484,-0.6020233798329446
485,485,485,0.4232171475110269
486,486,486,-0.653745386402606
487,487,487,-0.9748945133008833
488,488,488,-0.6753111322912735
489,489,489,-0.6199888742466244
490,490,490,-0.38873223285159997
491,491,491,-1.4543749834917294
492,492,492,-0.606941775960437
493,493,493,-0.4176994686830542
494,494,494,-0.6997961261217023
495,495,495,0.4415156546401019
496,496,496,0.1228555220401083
497,497,497,-0.5231811780048081
498,498,498,0.14029427202146322
499,499,499,-0.6366615150440695
500,500,500,24.949187855520027
501,501,501,24.541215607409125
502,502,502,26.10446010461925
503,503,503,25.688634032117346
504,504,504,24.193967178436306
505,505,505,24.097783001759357
506,506,506,25.29853012909209
507,507,507,25.21933356219261
508,508,508,23.899396677876314
509,509,509,25.22185870661968
510,510,510,24.832103719458903
511,511,511,25.426143869606552
512,512,512,25.460160991515263
513,513,513,24.50923473325843
514,514,514,24.10575955808955
515,515,515,25.835982344725508
516,516,516,24.548091972605302
517,517,517,25.07830466048559
518,518,518,24.179592782909523
519,519,519,25.478709132790367
520,520,520,24.725084611415923
521,521,521,24.441927146107055
522,522,522,25.228245306658174
523,523,523,25.920972876156014
524,524,524,24.646351509011133
525,525,525,26.30028388020322
526,526,526,24.650919266756123
527,527,527,24.274482681216398
528,528,528,25.358035986665858
529,529,529,24.319882402787666
530,530,530,24.563405233258642
531,531,531,23.72078932519326
532,532,532,25.259382203441476
533,533,533,24.91544238381691
534,534,534,24.529432341645215
535,535,535,25.269745470742944
536,536,536,24.10380995370339
537,537,537,24.82262904936859
538,538,538,25.23085556686911
539,539,539,24.359236893124596
540,540,540,25.098700320894373
541,541,541,24.561349563106685
542,542,542,24.660365635176085
543,543,543,25.83306395328957
544,544,544,24.464922620228684
545,545,545,24.329904521004483
546,546,546,24.873445234888802
547,547,547,24.82471231587079
548,548,548,25.11793992127673
549,549,549,24.81441739176468
550,550,550,0.015496429181798443
551,551,551,0.8040715242158724
552,552,552,0.11124117068510914
553,553,553,0.027502918191847914
554,554,554,-0.8542556521351742
555,555,555,0.7790774885156071
556,556,556,0.39813550924664837
557,557,557,-0.1532915450530925
558,558,558,-0.3461293337199134
559,559,559,-0.12009058499420062
560,560,560,0.20234116468375218
561,561,561,-0.027114426905806954
562,562,562,-0.9939496966375245
563,563,563,-0.5504296712982912
564,564,564,0.5241463769585084
565,565,565,0.3312565800983133
566,566,566,0.07760127532379463
567,567,567,-0.26762207757942347
568,568,568,-0.47025977343192465
569,569,569,-0.04899918929285185
570,570,570,0.06556537485477476
571,571,571,0.2263569407447993
572,572,572,-0.5010382773219634
573,573,573,-0.7077828995576205
574,574,574,-0.06635275989421432
575,575,575,9.136990695858115
576,576,576,10.19421796926002
577,577,577,10.350993928813624
578,578,578,10.608029348627678
579,579,579,9.408242674380727
580,580,580,9.875747904333833
581,581,581,11.065241612735477
582,582,582,8.867341927386494
583,583,583,8.128858887545091
584,584,584,9.525840085301768
585,585,585,8.913992285763237
586,586,586,9.970231407080668
587,587,587,9.66394466710261
588,588,588,8.987917410453777
589,589,589,9.099741730169818
590,590,590,9.107843151007119
591,591,591,8.894500464393522
592,592,592,9.634130310169107
593,593,593,10.583037726780573
594,594,594,9.72242110313983
595,595,595,9.355981469726114
596,596,596,9.249423736809222
597,597,597,9.872346210077524
598,598,598,9.77608269089214
599,599,599,10.403050736977729
600,600,600,9.908333335232467
601,601,601,9.66071249567896
602,602,602,9.33315038906862
603,603,603,9.599928647351566
604,604,604,9.820183225116923
605,605,605,9.245935678587816
606,606,606,9.710201275301873
607,607,607,9.717400791748101
608,608,608,11.10703764836854
609,609,609,10.146354089394839
610,610,610,9.879896160019367
611,611,611,9.44232281753959
612,612,612,9.74457836903372
613,613,613,9.878682402576409
614,614,614,9.463368054595765
615,615,615,8.773615783971279
616,616,616,10.409934159953716
617,617,617,8.991595211475103
618,618,618,10.567009210462139
619,619,619,9.901091259154839
620,620,620,9.500891123445586
621,621,621,10.465156312300282
622,622,622,9.610864545926095
623,623,623,10.11330348022916
624,624,624,10.882087141061504
625,625,625,9.800273022683815
626,626,626,9.745689779509389
627,627,627,9.432054673492368
628,628,628,8.976578251234889
629,629,629,10.051781695882525
630,630,630,9.601438847234387
631,631,631,10.039280625597367
632,632,632,10.458008116421565
633,633,633,9.898546807186834
634,634,634,10.395691092613582
635,635,635,10.024721317658114
636,636,636,10.047124118402293
637,637,637,10.198249665988424
638,638,638,10.08728078211562
639,639,639,9.793731741708159
640,640,640,9.997951166042736
641,641,641,9.221243342041525
642,642,642,9.78044308508129
643,643,643,9.941172559161934
644,644,644,9.261122573367713
645,645,645,9.379749673508808
646,646,646,10.655930160152952
647,647,647,10.748737647456501
648,648,648,10.561742954046604
649,649,649,8.910086043384588
650,650,650,10.49419457225617
651,651,651,9.014824666222228
652,652,652,9.374738225603394
653,653,653,9.465873401143376
654,654,654,10.26819179057263
655,655,655,9.187815543862996
656,656,656,9.296279798875723
657,657,657,10.858578948469912
658,658,658,9.547978804714452
659,659,659,10.257503660797305
660,660,660,9.372951467310955
661,661,661,10.107473034775715
662,662,662,9.820688336630464
663,663,663,9.768169952982966
664,664,664,9.380247054200177
665,665,665,10.313441843375013
666,666,666,10.060603270434669
667,667,667,9.474691513313788
668,668,668,10.602846331304123
669,669,669,10.031139603032956
670,670,670,9.984906833363574
671,671,671,9.960490497741647
672,672,672,9.215714827443612
673,673,673,10.72459685713062
674,674,674,10.186956387474188
675,675,675,9.455178669645939
676,676,676,10.23278936719923
677,677,677,8.663562102267447
678,678,678,9.433260016691328
679,679,679,9.070648935980223
680,680,680,9.034367938773228
681,681,681,10.854614603196811
682,682,682,9.400029941244982
683,683,683,10.134792084779809
684,684,684,9.87204309247037
685,685,685,10.232663715218882
686,686,686,8.728021566379486
687,687,687,9.256356319597828
688,688,688,8.762641860310781
689,689,689,9.249621897194949
690,690,690,8.421751339111342
691,691,691,9.843171500554899
692,692,692,8.876605944917715
693,693,693,10.413183511550063
694,694,694,9.300611602636218
695,695,695,10.29698963243285
696,696,696,10.522707888209046
697,697,697,9.235134835252842
698,698,698,9.818870512575879
699,699,699,8.612537133718632
700,700,700,9.670890122895715
701,701,701,10.373562898257587
702,702,702,9.984745170644182
703,703,703,9.547246247347262
704,704,704,10.456746486184336
705,705,705,10.786551073639245
706,706,706,9.026268065048134
707,707,707,9.701437100640659
708,708,708,10.073015057708842
709,709,709,9.886410295268035
710,710,710,10.151830089458187
711,711,711,9.349998118797059
712,712,712,10.326941066865706
713,713,713,9.366508723722607
714,714,714,10.094559064454273
715,715,715,10.315800842764318
716,716,716,9.571745387100682
717,717,717,9.632248319836595
718,718,718,9.839644125546751
719,719,719,10.08619901023422
720,720,720,9.675072899946
721,721,721,9.795265524616774
722,722,722,9.591931625398114
723,723,723,10.835859286248997
724,724,724,8.832006174079515
725,725,725,10.520294334813528
726,726,726,9.71328422215413
727,727,727,10.28480189902999
728,728,728,9.335384059192853
729,729,729,9.613762701925019
730,730,730,9.839266145221938
731,731,731,10.331385534480187
732,732,732,9.863063406073092
733,733,733,9.465013171309971
734,734,734,9.251135499192692
735,735,735,9.039640058160861
736,736,736,9.365495094117797
737,737,737,9.642147688268368
738,738,738,9.660476525043808
739,739,739,10.53280842178776
740,740,740,9.550890763295346
741,741,741,9.337423682543799
742,742,742,9.324725913456446
743,743,743,10.210488229808995
744,744,744,10.773163719696232
745,745,745,9.37536951063344
746,746,746,9.513156942799705
747,747,747,10.856706204534204
748,748,748,9.97965589199892
749,749,749,9.985352423359569
750,750,750,10.843360161986888
751,751,751,11.321125241778331
752,752,752,10.182110510312013
753,753,753,9.613109230165916
754,754,754,9.23903083559354
755,755,755,8.876263548726554
756,756,756,9.638677494677394
757,757,757,10.143403467963724
758,758,758,9.950553090263531
759,759,759,9.548231742930579
760,760,760,10.077985477247475
761,761,761,9.383947286301597
762,762,762,9.551414421775444
763,763,763,8.550591259171641
764,764,764,9.296010961504459
765,765,765,10.516220456318877
766,766,766,9.178344789971131
767,767,767,9.657708321508567
768,768,768,10.772720904688983
769,769,769,9.73753835252704
770,770,770,10.050868122708312
771,771,771,9.79381407828875
772,772,772,9.524339948560208
773,773,773,9.590196806450278
774,774,774,9.616341323182004
775,775,775,0.7124627580983747
776,776,776,-0.2815471215589118
777,777,777,0.9346241823156061
778,778,778,-0.24917843655727845
779,779,779,0.5740516169190667
780,780,780,-0.5683058698849004
781,781,781,-0.717659985043607
782,782,782,0.10678352790571244
783,783,783,-0.2280341399211935
784,784,784,-1.724359638977963
785,785,785,-0.2707759805286301
786,786,786,-1.3598320336153724
787,787,787,-0.8952366832934627
788,788,788,0.5397522083665549
789,789,789,-0.7966231491313751
790,790,790,0.3102429181044155
791,791,791,-0.7658703814421755
792,792,792,-0.7732609378629056
793,793,793,-0.7498517047444155
794,794,794,-0.10217581573354281
795,795,795,-0.39986910708879697
796,796,796,0.0914799833772149
797,797,797,0.1771893193050647
798,798,798,-0.12530486961384701
799,799,799,-0.28935959593264976
800,800,800,-0.6146487261404558
801,801,801,-0.3712268561358366
802,802,802,-0.8096069991034253
803,803,803,-0.5604586143922958
804,804,804,-0.4095284467876441
805,805,805,0.4810357793131587
806,806,806,-0.3322369971103581
807,807,807,-0.38539438102727736
808,808,808,-0.18562964942987073
809,809,809,-0.33738879114613834
810,810,810,1.0336943134270669
811,811,811,1.1031471306890557
812,812,812,0.2875352419681799
813,813,813,-0.4030622027894193
814,814,814,-0.13292517708180593
815,815,815,0.35896871787077084
816,816,816,-0.915785551626921
817,817,817,-0.3623794015314498
818,818,818,-0.7793183623528042
819,819,819,-0.22422699957976777
820,820,820,-0.16137211732116502
821,821,821,-0.04302211275560788
822,822,822,-0.47813847706417945
823,823,823,-0.7783642076131766
824,824,824,0.39973000760866595
825,825,825,-0.42192020458408996
826,826,826,-0.33813481071328555
827,827,827,0.13202385560233038
828,828,828,-0.840958952984922
829,829,829,-0.879257323714903
830,830,830,-0.018219180269025553
831,831,831,-0.02721022657131207
832,832,832,-0.478730372249964
833,833,833,-0.6840410243233355
834,834,834,0.3001498111520077
835,835,835,-0.4151699783942724
836,836,836,-0.44738638483277987
837,837,837,0.33486687036132323
838,838,838,-0.05434102384884995
839,839,839,-0.12723842938796107
840,840,840,-0.6515143404885162
841,841,841,1.1194967291127917
842,842,842,0.7333469993534906
843,843,843,-0.39271593265677485
844,844,844,-0.29076229755407046
845,845,845,-1.7949846868600265
846,846,846,-0.22042556493293866
847,847,847,-0.2653857878451129
848,848,848,0.604031158546497
849,849,849,-0.29790930261226517
850,850,850,24.959336418932864
851,851,851,24.414880070777834
852,852,852,25.15441844011917
853,853,853,24.423763511167788
854,854,854,25.28764101982763
855,855,855,25.106618965900314
856,856,856,25.120503731618893
857,857,857,25.021928874571234
858,858,858,24.416260546435932
859,859,859,24.40780562248826
860,860,860,24.624984264648866
861,861,861,25.59258609863424
862,862,862,24.21053333176227
863,863,863,25.750222820791905
864,864,864,24.12249595922296
865,865,865,24.357280320233915
866,866,866,25.322435565600315
867,867,867,26.015594270708146
868,868,868,25.346330845092535
869,869,869,24.469233047124114
870,870,870,24.803687716035117
871,871,871,24.354122516628934
872,872,872,25.27293605461324
873,873,873,24.553838699168427
874,874,874,25.47622555929649
875,875,875,24.686154488247034
876,876,876,24.922071325465804
877,877,877,24.60825792079296
878,878,878,24.68102986267062
879,879,879,25.403094233781044
880,880,880,24.296563809660622
881,881,881,24.776100439096155
882,882,882,25.07523180852118
883,883,883,25.07800038242133
884,884,884,25.015132537198994
885,885,885,24.42822191601374
886,886,886,24.412354392959173
887,887,887,24.597879652282142
888,888,888,24.124295608921948
889,889,889,24.998317123217966
890,890,890,25.69703725799869
891,891,891,24.37770927119959
892,892,892,24.462633652820024
893,893,893,26.27607342391692
894,894,894,25.022914822137167
895,895,895,25.100680357717547
896,896,896,25.588146951495336
897,897,897,24.028708109422865
898,898,898,24.250742128423983
899,899,899,24.47401012414334
900,900,900,0.30128505719868093
901,901,901,-0.3941184297672511
902,902,902,-0.48489655860448744
903,903,903,-0.1730240006324438
904,904,904,-0.7926390718744083
905,905,905,-1.2303626594939105
906,906,906,-0.1303201060715528
907,907,907,-0.25709883741216005
908,908,908,-0.07936427095880845
909,909,909,-0.713569720276815
910,910,910,-0.11180344663786992
911,911,911,0.2742950971988137
912,912,912,-1.5467544341540633
913,913,913,0.5354934521750974
914,914,914,-0.4558850582609526
915,915,915,-0.3300637804972488
916,916,916,-0.5305864639009152
917,917,917,0.3032222080145343
918,918,918,0.20770212338892624
919,919,919,0.23060904264695203
920,920,920,-0.47429301084683223
921,921,921,-0.33110372046612274
922,922,922,0.43917745917086015
923,923,923,-0.8799891013813586
924,924,924,-0.39888216889887596
925,925,925,-1.1351895749334804
926,926,926,-0.5382699106173381
927,927,927,-0.29663164685617693
928,928,928,-0.12359064428433342
929,929,929,0.3434205631362076
930,930,930,0.5835547111769029
931,931,931,-0.5666549301235717
932,932,932,0.31707154310088526
933,933,933,0.31266930892036604
